	Model	Precision	Recall	F1
77	SVM	0.9777777777777779	0.9777777777777779	0.9770114942528737
78	SVM	0.953968253968254	0.953968253968254	0.953968253968254
79	SVM	1.0	1.0	1.0
80	SVM	0.9791666666666666	0.9761904761904763	0.9769016328156113
81	SVM	0.9583333333333334	0.9555555555555556	0.953968253968254
82	SVM	1.0	1.0	1.0
83	SVM	0.8875000000000001	0.8873015873015873	0.8823329076202641
84	SVM	0.8875000000000001	0.8873015873015873	0.8823329076202641
85	SVM	0.953968253968254	0.953968253968254	0.953968253968254
86	SVM	0.9791666666666666	0.9761904761904763	0.9769016328156113
87	SVM	0.9583333333333334	0.9555555555555556	0.953968253968254
88	SVM	0.9791666666666666	0.9761904761904763	0.9769016328156113
89	SVM	0.9361111111111112	0.9333333333333332	0.9292464878671775
90	SVM	0.9079365079365079	0.9079365079365079	0.9079365079365079
91	SVM	0.9791666666666666	0.9761904761904763	0.9769016328156113
92	SVM	0.9317460317460317	0.9317460317460317	0.9310344827586207
93	SVM	1.0	1.0	1.0
94	SVM	0.9317460317460317	0.9317460317460317	0.9310344827586207
95	SVM	0.953968253968254	0.953968253968254	0.953968253968254
96	SVM	0.9777777777777779	0.9777777777777779	0.9770114942528737
97	SVM	0.9777777777777779	0.9777777777777779	0.9770114942528737
98	SVM	1.0	1.0	1.0
99	SVM	0.953968253968254	0.953968253968254	0.953968253968254
100	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
101	Random Forest	1.0	1.0	1.0
102	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
103	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
104	Random Forest	1.0	1.0	1.0
105	Random Forest	1.0	1.0	1.0
106	Random Forest	1.0	1.0	1.0
107	Random Forest	1.0	1.0	1.0
108	Random Forest	1.0	1.0	1.0
109	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
110	Random Forest	1.0	1.0	1.0
111	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
112	Random Forest	1.0	1.0	1.0
113	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
114	Random Forest	1.0	1.0	1.0
115	Random Forest	1.0	1.0	1.0
116	Random Forest	1.0	1.0	1.0
117	Random Forest	1.0	1.0	1.0
118	Random Forest	1.0	1.0	1.0
119	Random Forest	1.0	1.0	1.0
120	Random Forest	1.0	1.0	1.0
121	Random Forest	1.0	1.0	1.0
122	Random Forest	1.0	1.0	1.0
123	Random Forest	1.0	1.0	1.0
124	Random Forest	1.0	1.0	1.0
125	Random Forest	1.0	1.0	1.0
126	Random Forest	1.0	1.0	1.0
127	Random Forest	1.0	1.0	1.0
128	Random Forest	1.0	1.0	1.0
129	Random Forest	1.0	1.0	1.0
130	Random Forest	1.0	1.0	1.0
131	Random Forest	1.0	1.0	1.0
132	Random Forest	1.0	1.0	1.0
133	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
134	Random Forest	1.0	1.0	1.0
135	Random Forest	1.0	1.0	1.0
136	Random Forest	1.0	1.0	1.0
137	Random Forest	1.0	1.0	1.0
138	Random Forest	1.0	1.0	1.0
139	Random Forest	1.0	1.0	1.0
140	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
141	Random Forest	0.9583333333333334	0.9555555555555556	0.953968253968254
142	Random Forest	1.0	1.0	1.0
143	Random Forest	1.0	1.0	1.0
144	Random Forest	1.0	1.0	1.0
145	Random Forest	1.0	1.0	1.0
146	Random Forest	1.0	1.0	1.0
147	Random Forest	1.0	1.0	1.0
148	Random Forest	1.0	1.0	1.0
149	Random Forest	1.0	1.0	1.0
150	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
151	Random Forest	1.0	1.0	1.0
152	Random Forest	1.0	1.0	1.0
153	Random Forest	1.0	1.0	1.0
154	Random Forest	1.0	1.0	1.0
155	Random Forest	1.0	1.0	1.0
156	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
157	Random Forest	1.0	1.0	1.0
158	Random Forest	1.0	1.0	1.0
159	Random Forest	1.0	1.0	1.0
160	Random Forest	1.0	1.0	1.0
161	Random Forest	1.0	1.0	1.0
162	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
163	Random Forest	1.0	1.0	1.0
164	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
165	Random Forest	1.0	1.0	1.0
166	Random Forest	1.0	1.0	1.0
167	Random Forest	1.0	1.0	1.0
168	Random Forest	1.0	1.0	1.0
169	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
170	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
171	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
172	Random Forest	1.0	1.0	1.0
173	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
174	Random Forest	1.0	1.0	1.0
175	Random Forest	1.0	1.0	1.0
176	Random Forest	0.9555555555555556	0.953968253968254	0.9539378458918689
177	Random Forest	1.0	1.0	1.0
178	Random Forest	1.0	1.0	1.0
179	Random Forest	1.0	1.0	1.0
180	Random Forest	1.0	1.0	1.0
181	Random Forest	1.0	1.0	1.0
182	Random Forest	1.0	1.0	1.0
183	Random Forest	1.0	1.0	1.0
184	Random Forest	1.0	1.0	1.0
185	Random Forest	1.0	1.0	1.0
186	Random Forest	1.0	1.0	1.0
187	Random Forest	1.0	1.0	1.0
188	Random Forest	1.0	1.0	1.0
189	Random Forest	1.0	1.0	1.0
190	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
191	Random Forest	1.0	1.0	1.0
192	Random Forest	0.9777777777777779	0.9777777777777779	0.9770114942528737
193	Random Forest	1.0	1.0	1.0
194	Random Forest	1.0	1.0	1.0
195	Random Forest	1.0	1.0	1.0
196	Random Forest	1.0	1.0	1.0
197	Random Forest	0.9791666666666666	0.9761904761904763	0.9769016328156113
198	Random Forest	1.0	1.0	1.0
199	Random Forest	1.0	1.0	1.0
200	K-Nearest Neighbors	0.8995098039215685	0.8888888888888888	0.8788530465949821
201	K-Nearest Neighbors	0.912280701754386	0.8888888888888888	0.8828282828282829
202	K-Nearest Neighbors	0.9583333333333334	0.9555555555555556	0.953968253968254
203	K-Nearest Neighbors	0.9	0.8666666666666667	0.8578431372549019
204	K-Nearest Neighbors	0.898148148148148	0.8873015873015873	0.8842592592592592
205	K-Nearest Neighbors	0.9037037037037038	0.8888888888888888	0.8801724137931034
206	K-Nearest Neighbors	0.9583333333333334	0.9555555555555556	0.953968253968254
207	K-Nearest Neighbors	0.918954248366013	0.9111111111111111	0.9049656313282565
208	K-Nearest Neighbors	0.9411764705882352	0.9333333333333332	0.9307048984468339
209	K-Nearest Neighbors	0.9	0.8666666666666667	0.8578431372549019
210	K-Nearest Neighbors	0.9259259259259259	0.9111111111111111	0.907051282051282
211	K-Nearest Neighbors	0.8655303030303031	0.8650793650793651	0.8564102564102565
212	K-Nearest Neighbors	0.8771043771043772	0.8650793650793651	0.860576923076923
213	K-Nearest Neighbors	0.9118589743589745	0.9095238095238095	0.9079365079365079
214	K-Nearest Neighbors	0.9411764705882352	0.9333333333333332	0.9307048984468339
215	K-Nearest Neighbors	0.918954248366013	0.9111111111111111	0.9049656313282565
216	K-Nearest Neighbors	0.9118589743589745	0.9095238095238095	0.9079365079365079
217	K-Nearest Neighbors	0.7861111111111111	0.7952380952380952	0.786206896551724
218	K-Nearest Neighbors	0.9111111111111111	0.9079365079365079	0.9087271179225201
219	K-Nearest Neighbors	0.8619047619047618	0.8619047619047618	0.8619047619047618
220	K-Nearest Neighbors	0.8857142857142857	0.8857142857142858	0.8850574712643677
221	K-Nearest Neighbors	0.8565656565656566	0.7999999999999999	0.7715745301952198
222	K-Nearest Neighbors	0.918954248366013	0.9111111111111111	0.9049656313282565
223	K-Nearest Neighbors	0.918954248366013	0.9111111111111111	0.9049656313282565
224	K-Nearest Neighbors	0.9411764705882352	0.9333333333333332	0.9307048984468339
225	K-Nearest Neighbors	0.842203548085901	0.8412698412698413	0.8360072822438415
226	K-Nearest Neighbors	0.9361111111111112	0.9333333333333332	0.9292464878671775
227	K-Nearest Neighbors	0.8995098039215685	0.8888888888888888	0.8788530465949821
228	K-Nearest Neighbors	0.8143939393939394	0.8190476190476191	0.8085470085470087
229	K-Nearest Neighbors	0.9037037037037038	0.8888888888888888	0.8801724137931034
230	K-Nearest Neighbors	0.8361111111111111	0.8412698412698413	0.8338867603235419
231	K-Nearest Neighbors	0.9088827838827839	0.9095238095238095	0.9063492063492063
232	K-Nearest Neighbors	0.8638888888888889	0.8619047619047618	0.8598290598290598
233	K-Nearest Neighbors	0.9317460317460317	0.9317460317460317	0.9310344827586207
234	K-Nearest Neighbors	0.8900584795321637	0.8666666666666667	0.854667363288053
235	K-Nearest Neighbors	0.9118589743589745	0.9095238095238095	0.9079365079365079
236	K-Nearest Neighbors	0.9317460317460317	0.9317460317460317	0.9310344827586207
237	K-Nearest Neighbors	0.953968253968254	0.953968253968254	0.953968253968254
238	K-Nearest Neighbors	0.9259259259259259	0.9111111111111111	0.907051282051282
239	K-Nearest Neighbors	0.9301587301587301	0.9317460317460317	0.9302134646962233
240	K-Nearest Neighbors	0.8194444444444445	0.7984126984126984	0.7796395919687216
241	K-Nearest Neighbors	0.9583333333333334	0.9555555555555556	0.953968253968254
242	K-Nearest Neighbors	0.9259259259259259	0.9111111111111111	0.907051282051282
243	K-Nearest Neighbors	0.9166666666666666	0.9111111111111111	0.9042735042735043
244	K-Nearest Neighbors	0.8842592592592592	0.8666666666666667	0.8527777777777779
245	K-Nearest Neighbors	0.9555555555555556	0.9555555555555556	0.9532019704433498
246	K-Nearest Neighbors	0.8875000000000001	0.8873015873015873	0.8823329076202641
247	K-Nearest Neighbors	0.8119658119658119	0.8174603174603173	0.812807881773399
248	K-Nearest Neighbors	0.9076923076923077	0.9095238095238095	0.9064039408866996
249	K-Nearest Neighbors	0.8655303030303031	0.8650793650793651	0.8564102564102565
250	K-Nearest Neighbors	0.8825396825396825	0.8857142857142858	0.8834154351395731
251	K-Nearest Neighbors	0.9301587301587301	0.9317460317460317	0.9302134646962233
252	K-Nearest Neighbors	0.9345238095238096	0.9317460317460317	0.9309493401447425
253	K-Nearest Neighbors	0.8481481481481481	0.8428571428571429	0.8305172413793104
254	K-Nearest Neighbors	0.780896686159844	0.7746031746031746	0.758707767328457
255	K-Nearest Neighbors	0.9259259259259259	0.9111111111111111	0.907051282051282
256	K-Nearest Neighbors	0.8375	0.8412698412698413	0.8346530438484461
257	K-Nearest Neighbors	0.9317460317460317	0.9317460317460317	0.9310344827586207
258	K-Nearest Neighbors	0.9076923076923077	0.9095238095238095	0.9064039408866996
259	K-Nearest Neighbors	0.9076923076923077	0.9095238095238095	0.9064039408866996
260	K-Nearest Neighbors	0.9583333333333334	0.9555555555555556	0.953968253968254
261	K-Nearest Neighbors	0.9118589743589745	0.9095238095238095	0.9079365079365079
262	K-Nearest Neighbors	0.8165181224004754	0.8190476190476191	0.8091896979549927
263	K-Nearest Neighbors	0.8777777777777778	0.8444444444444444	0.8282329423523532
264	K-Nearest Neighbors	0.8875000000000001	0.8841269841269841	0.8834602549841705
265	K-Nearest Neighbors	0.9411764705882352	0.9333333333333332	0.9307048984468339
266	K-Nearest Neighbors	0.9259259259259259	0.9111111111111111	0.907051282051282
267	K-Nearest Neighbors	0.8771043771043772	0.8650793650793651	0.860576923076923
268	K-Nearest Neighbors	0.8825396825396825	0.8857142857142858	0.8834154351395731
269	K-Nearest Neighbors	0.8861111111111111	0.8873015873015873	0.8815666240953597
270	K-Nearest Neighbors	0.9411764705882352	0.9333333333333332	0.9307048984468339
271	K-Nearest Neighbors	0.8354775828460039	0.8206349206349207	0.8066875653082549
272	K-Nearest Neighbors	0.8653846153846154	0.8634920634920635	0.861904761904762
273	K-Nearest Neighbors	0.8354775828460039	0.8206349206349207	0.8066875653082549
274	K-Nearest Neighbors	0.8841269841269841	0.8857142857142858	0.8842364532019705
275	K-Nearest Neighbors	0.9118589743589745	0.9095238095238095	0.9079365079365079
276	K-Nearest Neighbors	0.7489035087719298	0.7523809523809524	0.7254281949934124
277	K-Nearest Neighbors	0.9583333333333334	0.9555555555555556	0.953968253968254
278	K-Nearest Neighbors	0.8771043771043772	0.8650793650793651	0.860576923076923
279	K-Nearest Neighbors	0.9361111111111112	0.9333333333333332	0.9292464878671775
280	K-Nearest Neighbors	0.9	0.8666666666666667	0.8578431372549019
281	K-Nearest Neighbors	0.9118589743589745	0.9095238095238095	0.9079365079365079
282	K-Nearest Neighbors	0.9791666666666666	0.9761904761904763	0.9769016328156113
283	K-Nearest Neighbors	0.8411764705882353	0.7999999999999999	0.7660612632149633
284	K-Nearest Neighbors	0.8995098039215685	0.8888888888888888	0.8788530465949821
285	K-Nearest Neighbors	0.8875000000000001	0.8873015873015873	0.8823329076202641
286	K-Nearest Neighbors	0.9345238095238096	0.9317460317460317	0.9309493401447425
287	K-Nearest Neighbors	0.780896686159844	0.7746031746031746	0.758707767328457
288	K-Nearest Neighbors	0.8361111111111111	0.8412698412698413	0.8338867603235419
289	K-Nearest Neighbors	0.9037037037037038	0.8888888888888888	0.8801724137931034
290	K-Nearest Neighbors	0.7516339869281046	0.7492063492063492	0.7459179609717244
291	K-Nearest Neighbors	0.9301587301587301	0.9317460317460317	0.9302134646962233
292	K-Nearest Neighbors	0.918954248366013	0.9111111111111111	0.9049656313282565
293	K-Nearest Neighbors	0.9317460317460317	0.9317460317460317	0.9310344827586207
294	K-Nearest Neighbors	0.84640522875817	0.8412698412698413	0.8383114297092792
295	K-Nearest Neighbors	0.918954248366013	0.9111111111111111	0.9049656313282565
296	K-Nearest Neighbors	0.8699813258636788	0.8603174603174604	0.8624084249084248
297	K-Nearest Neighbors	0.9411764705882352	0.9333333333333332	0.9307048984468339
298	K-Nearest Neighbors	0.9361111111111112	0.9333333333333332	0.9292464878671775
299	K-Nearest Neighbors	0.8388888888888889	0.8412698412698413	0.8354193273733502
